"","p_val","auc","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NIPA2.2",0.0069436460840202,0.579382183908046,-0.283437386337255,0.563,0.353,1,"3","NIPA2"
"CAT",0.00698277393282898,0.435368001483129,-1.97581148198405,0.103,0.23,1,"3","CAT"
"GRK4",0.00698358572150218,0.537309974045235,-0.356223099957028,0.126,0.048,1,"3","GRK4"
"NOL8.1",0.00700183015611056,0.568038561364479,-0.507336211956128,0.379,0.218,1,"3","NOL8"
"ACOT8.2",0.00704141773163834,0.569544864664442,0.585072331069742,0.368,0.238,1,"3","ACOT8"
"RPL23A.2",0.00706031293966373,0.40976084538376,-0.564988567693481,0.908,0.81,1,"3","RPL23A"
"LOC100858131",0.00706542972865769,0.532953281423804,1.72235362249228,0.103,0.036,1,"3","LOC100858131"
"ADGRG6.3",0.00708759751003924,0.411139692250649,-1.52222393070095,0.77,0.657,1,"3","ADGRG6"
"CDC34.2",0.00719173724179542,0.549997682610308,1.15028047229604,0.195,0.101,1,"3","CDC34"
"KCTD17",0.0072072379664695,0.532872172784575,-0.389086446240461,0.103,0.036,1,"3","KCTD17"
"KLHDC10.2",0.00721626361294228,0.569498516870597,0.634964075725842,0.391,0.236,1,"3","KLHDC10"
"SYNE3.1",0.00723545408747891,0.558514089729329,0.83053133101156,0.264,0.149,1,"3","SYNE3"
"BCL2L10",0.0072819139043364,0.42011957730812,-2.6740264337812,0.333,0.413,1,"3","BCL2L10"
"ZCCHC11.1",0.00731126663775671,0.58339126807564,-0.507844333805441,0.667,0.444,1,"3","ZCCHC11"
"SLC30A6",0.00736217432789421,0.557378568780126,0.712099705593331,0.253,0.143,1,"3","SLC30A6"
"ST8SIA2.3",0.00739779849596496,0.543694382647386,0.938067481593344,0.161,0.073,1,"3","ST8SIA2"
"MAPK8.1",0.00740904452736855,0.443977104189841,-2.42775566457994,0.057,0.167,1,"3","MAPK8"
"MANF.2",0.00742430013190856,0.410537170930664,-1.05568702780749,0.839,0.774,1,"3","MANF"
"FKBP9.2",0.00746640084690522,0.445680385613645,-2.04120416605707,0.046,0.157,1,"3","FKBP9"
"NUP214.2",0.00749753027818888,0.419296903967371,-0.787315790948711,0.253,0.454,1,"3","NUP214"
"CEP170B.2",0.00758122954728438,0.427152855024101,-0.495749440144246,0.184,0.323,1,"3","CEP170B"
"DRC3.1",0.00760914373736836,0.550924638487208,0.555780450077827,0.207,0.107,1,"3","DRC3"
"PPP2R2B.1",0.00764523019694677,0.438183629959214,-2.34045412222029,0.092,0.212,1,"3","PPP2R2B"
"TAF11",0.0076489477141995,0.537379495736003,0.393957455679232,0.126,0.05,1,"3","TAF11"
"IRX5.1",0.00768064193303067,0.443710604375232,-0.25874158001553,0.057,0.171,1,"3","IRX5"
"IQSEC3.1",0.00772695381571731,0.449805339265851,-3.79196878562825,0.034,0.133,1,"3","IQSEC3"
"FBXO2.1",0.00776016709730058,0.449202817945866,-3.85881180139349,0.034,0.137,1,"3","FBXO2"
"SEMA3A",0.00777057014004073,0.538260103819058,3.03143846425454,0.126,0.054,1,"3","SEMA3A"
"PIK3CG",0.00781280325172968,0.559394697812384,-0.440943522207075,0.287,0.157,1,"3","PIK3CG"
"RTN4RL2.3",0.00781775120022339,0.552268724508713,1.80386033575529,0.218,0.115,1,"3","RTN4RL2"
"C17ORF80.1",0.00784500219396486,0.549128661475714,0.775187498117778,0.195,0.099,1,"3","C17ORF80"
"IDH3A.1",0.00786091624656495,0.416585558027438,-1.84094843019736,0.437,0.508,1,"3","IDH3A"
"RPL37A.2",0.00787044593089811,0.410792083796811,-0.525164002627147,0.989,0.879,1,"3","RPL37A"
"C5H15orf52",0.00787793146959579,0.43694382647386,-2.62907385094031,0.103,0.224,1,"3","C5H15orf52"
"KMT5B.2",0.00792469726792264,0.577980163144234,0.775321163350421,0.517,0.359,1,"3","KMT5B"
"SV2C",0.00793176037325783,0.533045977011494,0.825596314197518,0.103,0.038,1,"3","SV2C"
"AP1S2",0.00795998119621538,0.449677882832777,-2.31864352511178,0.034,0.135,1,"3","AP1S2"
"HDHD2",0.00798619383873993,0.569579625509826,0.6220148555116,0.391,0.248,1,"3","HDHD2"
"TNC.3",0.00803070106904651,0.556497960697071,-0.411874249055693,0.264,0.139,1,"3","TNC"
"MBOAT1.1",0.00806252461341823,0.432807285873192,-1.81423937790433,0.138,0.264,1,"3","MBOAT1"
"BCL9.3",0.00808268084486587,0.567343344456804,0.575446173561024,0.356,0.228,1,"3","BCL9"
"DNAJC11.2",0.00808947920733271,0.562639043381535,0.462940968163456,0.31,0.185,1,"3","DNAJC11"
"INSIG2.1",0.00810983170594515,0.435020393029292,-1.73332196566564,0.115,0.244,1,"3","INSIG2"
"PLPPR1.1",0.0081500549548964,0.438044586577679,-1.19418667254256,0.092,0.218,1,"3","PLPPR1"
"CTSA.2",0.00815240593594156,0.574504078605858,0.52438239630067,0.46,0.31,1,"3","CTSA"
"ABCD3.2",0.00816750980442782,0.42677048572488,-3.10033335831681,0.218,0.333,1,"3","ABCD3"
"MAP3K4.1",0.00818212753487467,0.54853772710419,0.459485630080215,0.195,0.097,1,"3","MAP3K4"
"RNF19AL.1",0.00818796360301097,0.54918659621802,1.71418820030761,0.195,0.101,1,"3","RNF19AL"
"UBE2W.2",0.00823344430075686,0.561237022617723,0.78842500933455,0.299,0.175,1,"3","UBE2W"
"MYO15A.3",0.00823917939553159,0.56665971449759,0.840560439791107,0.356,0.222,1,"3","MYO15A"
"COL9A2.2",0.00824226195643734,0.453907119021135,-6.73857173407804,0.023,0.113,1,"3","COL9A2"
"EPHA10",0.00826587127243493,0.539326103077494,0.926290313816991,0.138,0.058,1,"3","EPHA10"
"HSPA14.2",0.00826994854934331,0.56120226177234,0.788012518390287,0.287,0.177,1,"3","HSPA14"
"FLII",0.008283421875907,0.546417315535781,-0.608204253794335,0.184,0.087,1,"3","FLII"
"CCDC77",0.00828509516459625,0.539314516129032,0.985711400076539,0.138,0.058,1,"3","CCDC77"
"GSTAL2.1",0.00828744350994512,0.420432424916574,-1.77334207635626,0.333,0.435,1,"3","GSTAL2"
"CNTLN",0.00828911586970392,0.532860585836114,0.619141825471645,0.103,0.038,1,"3","CNTLN"
"CCND3",0.00833092151628552,0.453617445309603,-4.11942798648884,0.023,0.115,1,"3","CCND3"
"MICALL1",0.00843632600004235,0.447650166852058,-2.74195902551155,0.046,0.149,1,"3","MICALL1"
"LIMS2",0.00843814824581672,0.537391082684464,0.861134970996511,0.126,0.052,1,"3","LIMS2"
"FAM160A2",0.00846503550447111,0.534911475713756,-1.14965853941631,0.115,0.044,1,"3","FAM160A2"
"P4HB.3",0.00847111452677603,0.413607712272896,-1.7096546037836,0.667,0.639,1,"3","P4HB"
"PDZRN3",0.00847929540927119,0.453721727845755,-3.1828550575569,0.023,0.115,1,"3","PDZRN3"
"LOC771456.2",0.00849115982704292,0.551724137931034,-0.880804268733697,0.23,0.113,1,"3","LOC771456"
"KIAA1161.1",0.00850415634161404,0.562442065257694,-0.578145467632967,0.322,0.185,1,"3","KIAA1161"
"NRG3.3",0.00856784187571701,0.447754449388209,-1.68934101651974,0.046,0.149,1,"3","NRG3"
"PLCH2.1",0.00857537789657539,0.568316648127549,0.799381367781863,0.368,0.244,1,"3","PLCH2"
"RBBP5.2",0.0085844192352528,0.577180663700408,-0.291992992070457,0.552,0.353,1,"3","RBBP5"
"PPIP5K1",0.00859619770709182,0.535351779755284,2.14487112120342,0.115,0.046,1,"3","PPIP5K1"
"GRPEL1.2",0.00860911486663599,0.579092510196515,0.293385789135872,0.54,0.397,1,"3","GRPEL1"
"CDK2AP1.1",0.0086101324126738,0.443502039302929,-2.64239664719134,0.069,0.177,1,"3","CDK2AP1"
"ATXN1.1",0.00861637132289523,0.557471264367816,1.16533636345916,0.264,0.151,1,"3","ATXN1"
"TMEM5.1",0.00865796411797408,0.546846032628847,0.904443611518742,0.184,0.091,1,"3","TMEM5"
"FAM135A.1",0.00865945847450786,0.42502085650723,-2.14855221657467,0.241,0.367,1,"3","FAM135A"
"SPATS2L.1",0.00867927247414445,0.425855116796441,-2.55520378240565,0.253,0.351,1,"3","SPATS2L"
"TLCD1",0.00868457765491027,0.532663607712273,1.86464453380219,0.103,0.038,1,"3","TLCD1"
"LPCAT3.1",0.00868630080339998,0.559278828327772,1.2999420698613,0.264,0.167,1,"3","LPCAT3"
"SGO1.1",0.00872480473556797,0.447592232109752,-2.86981985107299,0.046,0.151,1,"3","SGO1"
"RPAIN.3",0.00874072070339088,0.568930756395996,0.300413056685907,0.391,0.25,1,"3","RPAIN"
"ARNT2",0.00874213701253884,0.543161383018168,2.03695067108513,0.161,0.075,1,"3","ARNT2"
"ALG11.2",0.00878327492951002,0.559417871709307,0.870619971559585,0.287,0.165,1,"3","ALG11"
"CYFIP2",0.0087837852111702,0.555339265850946,-0.276614909684276,0.253,0.137,1,"3","CYFIP2"
"TBC1D31.2",0.00889842093588202,0.559313589173155,2.72318711795634,0.276,0.167,1,"3","TBC1D31"
"LOC107049468",0.00892570997251338,0.454382183908046,-4.30252837667889,0.023,0.113,1,"3","LOC107049468"
"CCDC124",0.00893690006900177,0.537112995921394,0.890915983715105,0.126,0.052,1,"3","CCDC124"
"TTI2",0.00893720436395762,0.542651557285873,-0.622739209062649,0.161,0.073,1,"3","TTI2"
"CHCHD10",0.0089582077441874,0.431451612903226,-2.29389220914369,0.161,0.288,1,"3","CHCHD10"
"OTOL1.3",0.00898565577551525,0.441207823507601,-4.51856190201028,0.092,0.196,1,"3","OTOL1"
"RPS21",0.00902180846356119,0.413515016685206,-1.14699615882708,0.736,0.692,1,"3","RPS21"
"ARHGAP42.1",0.00902788077652962,0.447823971078977,-1.38893857919462,0.046,0.151,1,"3","ARHGAP42"
"CNTRL",0.00906094045455568,0.55685715609937,0.66818579576114,0.264,0.149,1,"3","CNTRL"
"PHLDA2",0.00914423112415175,0.45183305524657,-5.67939496550023,0.034,0.127,1,"3","PHLDA2"
"MPP1.2",0.0091453409336589,0.557737764182425,0.633989940828575,0.276,0.155,1,"3","MPP1"
"FAAHL.1",0.00921487163056902,0.433456154987023,-1.89606277253052,0.149,0.268,1,"3","FAAHL"
"DHCR24",0.00921496087115288,0.540890341119763,-0.653553972965236,0.149,0.067,1,"3","DHCR24"
"PMM2.2",0.0092555091557381,0.577006859473489,-0.257620329203652,0.552,0.365,1,"3","PMM2"
"FSD1L",0.00925814861218604,0.555964961067853,0.909777212684227,0.253,0.145,1,"3","FSD1L"
"SGK1.1",0.00927311538319898,0.423201705598813,-1.89972394979412,0.31,0.403,1,"3","SGK1"
"GID4.1",0.00928603826457411,0.550831942899518,0.412912579564861,0.218,0.113,1,"3","GID4"
"RAB27A",0.0092998885114213,0.542813774564331,0.806878471119448,0.161,0.075,1,"3","RAB27A"
"ARF5.1",0.00930394819354502,0.547077771598072,-0.732741861283512,0.195,0.093,1,"3","ARF5"
"TRPM7.2",0.00930431088230007,0.428647571375602,-1.71528513978186,0.195,0.327,1,"3","TRPM7"
"CYP2J22.1",0.00931187276689573,0.434220893585465,-2.18836563505654,0.138,0.262,1,"3","CYP2J22"
"ERAL1",0.00932627649901756,0.540415276232851,-0.478776896706924,0.149,0.065,1,"3","ERAL1"
"WBP1L",0.0093323448255219,0.544644512421209,-0.46711716949031,0.172,0.083,1,"3","WBP1L"
"LSM10.2",0.00934811277086638,0.559591675936225,0.642316570290834,0.299,0.169,1,"3","LSM10"
"BCS1L.2",0.00935584906089075,0.553578049684835,1.28271769166324,0.23,0.131,1,"3","BCS1L"
"CLCN7.1",0.00949672635205026,0.563287912495365,0.73949087218391,0.322,0.204,1,"3","CLCN7"
"AFAP1L1",0.00950721179614914,0.534888301816834,1.67503963449281,0.115,0.046,1,"3","AFAP1L1"
"MPI.2",0.0095914157789447,0.571456711160549,0.340452956801564,0.437,0.29,1,"3","MPI"
"AATF.1",0.00960934347216014,0.542246014089729,1.32867430256609,0.161,0.073,1,"3","AATF"
"MZT2BL.2",0.00962212454949389,0.564272803114572,0.294899309683039,0.345,0.212,1,"3","MZT2BL"
"DENND2A",0.00963554952269066,0.436097979236188,-2.16347235288978,0.126,0.246,1,"3","DENND2A"
"PLD5",0.0096559883586703,0.532211716722284,0.788139696519141,0.103,0.038,1,"3","PLD5"
"CCDC174.1",0.00967530823397088,0.555883852428624,-0.422312352509489,0.264,0.145,1,"3","CCDC174"
"CELF2",0.00968588701801552,0.448588709677419,-2.31769463801382,0.046,0.149,1,"3","CELF2"
"SDC2.1",0.00969690950446819,0.44026928068224,-1.58760383545542,0.092,0.21,1,"3","SDC2"
"KIAA1324L.1",0.0097193890237096,0.451902576937338,-3.74403053886208,0.034,0.129,1,"3","KIAA1324L"
"LMAN2.1",0.00974427289871576,0.57581340378198,0.955629040653441,0.506,0.359,1,"3","LMAN2"
"RPL13.1",0.00978757793621732,0.414418798665184,-1.01000336704767,0.701,0.7,1,"3","RPL13"
"DDX49.3",0.00982682131859267,0.565813867259918,0.975869755804098,0.356,0.23,1,"3","DDX49"
"ANTXR2.1",0.00983193244811374,0.455309139784946,-5.64506945515917,0.023,0.111,1,"3","ANTXR2"
"ATP1B3.1",0.00984920961814491,0.415542732665925,-1.8008436934378,0.598,0.635,1,"3","ATP1B3"
"PCGF1",0.00987184596433356,0.536626344086022,1.18004690606277,0.126,0.052,1,"3","PCGF1"
"CACNA2D4.2",0.00998533768710659,0.454706618464961,-1.83662637448948,0.023,0.115,1,"3","CACNA2D4"
"RGS9BP.4",2.90346247581448e-92,0.928511952726296,8.48084849235549,0.863,0.024,3.43102160766998e-88,"4","RGS9BP"
"SYNPO2.4",3.05547079525696e-90,0.869339242546334,10.8282457747326,0.74,0.002,3.61064983875515e-86,"4","SYNPO2"
"SLC34A2.3",2.21501220084827e-89,0.989269406392694,6.74580221771909,0.986,0.069,2.6174799177424e-85,"4","SLC34A2"
"DCLK3.4",2.29802495772418e-89,0.944802578565673,4.97352160472578,0.918,0.035,2.71557609254266e-85,"4","DCLK3"
"NRGN.4",4.55994601195025e-88,0.981869460112812,6.48657332816475,0.973,0.067,5.38848820232161e-84,"4","NRGN"
"APELA",5.22888286217508e-74,0.801369863013699,12.7159208658223,0.603,0,6.1789708782323e-70,"4","APELA"
"EGLN3.3",4.57821804823497e-73,0.836878861133495,5.78778916255923,0.685,0.014,5.41008026759926e-69,"4","EGLN3"
"NCF4",3.03706596459117e-72,0.794520547945205,14.8506297230076,0.589,0,3.58890085035739e-68,"4","NCF4"
"HAPLN1.2",4.34086859759995e-72,0.902403975288746,5.07649679540932,0.836,0.051,5.12960442178386e-68,"4","HAPLN1"
"FBXO41.3",7.16026180614904e-69,0.824214343271555,7.66897146593153,0.658,0.016,8.46128137632633e-65,"4","FBXO41"
"CWH43.4",1.21772727226922e-67,0.810636583400484,6.99362129015911,0.63,0.012,1.43898831764053e-63,"4","CWH43"
"S100Z.3",1.32586782936222e-67,0.924039752887456,4.06280528341034,0.904,0.08,1.56677801395733e-63,"4","S100Z"
"FAM149A.3",5.39609643123613e-67,0.863712060166532,4.77200619758986,0.753,0.039,6.37656715279173e-63,"4","FAM149A"
"CPLX1",5.46448766601051e-67,0.773972602739726,13.481367484453,0.548,0,6.45738507492462e-63,"4","CPLX1"
"KCNG4.3",1.29494917294761e-66,0.864732742412033,4.21760293886311,0.767,0.039,1.53024143767219e-62,"4","KCNG4"
"WASF1.3",4.0574431530351e-64,0.940075208165458,5.07951774990765,0.918,0.116,4.79468057394158e-60,"4","WASF1"
"ESAM",1.76245477897333e-63,0.766478646253022,8.67489359756225,0.534,0.002,2.08269281231279e-59,"4","ESAM"
"SVEP1.3",2.59045187115261e-63,0.794936878861134,5.23445650230605,0.603,0.012,3.06113697614103e-59,"4","SVEP1"
"POU3F2.3",8.77975689489739e-63,0.834850926672039,3.59781807887466,0.699,0.031,1.03750387227002e-58,"4","POU3F2"
"ATP6V1C2.2",1.69773520269789e-62,0.96784850926672,4.93621737064098,0.959,0.165,2.0062136890281e-58,"4","ATP6V1C2"
"MYO3A.4",6.30466958461253e-60,0.971044856298684,5.03511753866456,0.973,0.188,7.45022804813662e-56,"4","MYO3A"
"C4H4orf33.3",1.11622493650384e-59,0.916169755573462,5.15091402186711,0.863,0.112,1.31904300746658e-55,"4","C4H4orf33"
"C14orf180.3",3.44471296508887e-59,0.839255976363148,6.33493726348686,0.699,0.045,4.07061731084551e-55,"4","C14orf180"
"GFOD1.2",4.83157208681384e-59,0.893983346763363,3.41104891648059,0.836,0.088,5.70946873498791e-55,"4","GFOD1"
"BMP4.4",5.1500526040975e-59,0.942224012892828,3.79443280667654,0.932,0.147,6.08581716226201e-55,"4","BMP4"
"SNCG.3",3.08928227256272e-58,0.886677410690303,5.26125375090491,0.808,0.086,3.65060486148736e-54,"4","SNCG"
"B3GALT2.2",8.71174878998848e-58,0.872562449637389,5.0002608136384,0.781,0.075,1.02946735451294e-53,"4","B3GALT2"
"RELN.3",5.63226115915237e-57,0.851248992747784,4.8436672718858,0.74,0.059,6.65564301177036e-53,"4","RELN"
"NXPH2.3",7.08740507796049e-57,0.781600859521891,6.60896434870449,0.575,0.018,8.37518658062591e-53,"4","NXPH2"
"PAQR9.3",2.23949827464286e-56,0.877222669889874,4.04999570146324,0.808,0.082,2.64641511114547e-52,"4","PAQR9"
"NLGN4L.2",9.81762076916769e-56,0.806446414182111,6.41028897229548,0.63,0.033,1.16014824629255e-51,"4","NLGN4L"
"CSMD1",3.80424691667859e-55,0.761710985764169,5.76482875415858,0.534,0.012,4.4954785814391e-51,"4","CSMD1"
"LOC112530510",6.26722329983468e-55,0.726027397260274,11.469864795164,0.452,0,7.40597777341464e-51,"4","LOC112530510"
"SAMSN1",6.26968434409862e-55,0.726027397260274,13.9593469870309,0.452,0,7.40888598942133e-51,"4","SAMSN1"
"LMO7.3",2.22837229793364e-54,0.976698898737577,5.35405353613694,0.973,0.257,2.63326754446818e-50,"4","LMO7"
"LOC112531388.3",8.21495759810822e-52,0.799207628256782,7.24629938284754,0.616,0.039,9.70761539368449e-48,"4","LOC112531388"
"ENOX1.2",2.21585616457243e-50,0.882514101531023,3.63744822028037,0.836,0.118,2.61847722967524e-46,"4","ENOX1"
"GPR78.3",1.04511405686944e-49,0.90774912704808,3.52003054554392,0.904,0.157,1.23501128100262e-45,"4","GPR78"
"LOC107049264.3",1.68668360467367e-49,0.801893634165995,6.43618461414804,0.63,0.047,1.99315401564288e-45,"4","LOC107049264"
"FRY.3",3.53128657059968e-49,0.869016921837228,3.27141666335052,0.822,0.106,4.17292134047764e-45,"4","FRY"
"EPB41L3.2",9.53561262292165e-49,0.827249529948966,3.5642753317455,0.712,0.067,1.12682334365065e-44,"4","EPB41L3"
"GTF2IRD1.2",1.82963467628111e-48,0.802296535052377,4.40057576487248,0.644,0.049,2.16207929696139e-44,"4","GTF2IRD1"
"C14ORF39",3.66577498589914e-48,0.698630136986301,13.3251475585351,0.397,0,4.33184630083701e-44,"4","C14ORF39"
"GPR68",6.57621728720233e-48,0.704445339779748,7.66206162235218,0.411,0.002,7.77111596828699e-44,"4","GPR68"
"MICALL2.3",9.0918583617527e-48,0.831600859521891,4.08897204441328,0.712,0.076,1.07438490260832e-43,"4","MICALL2"
"PIP4K2A",3.4079138295399e-47,0.748683857104486,3.1532956818661,0.521,0.02,4.0271317723673e-43,"4","PIP4K2A"
"EPT1L.3",4.51201885532875e-47,0.911361804995971,4.31757522569594,0.89,0.19,5.33185268134198e-43,"4","EPT1L"
"VPS13A.3",4.64214169759911e-47,0.865605694332528,3.63029646757363,0.808,0.116,5.48561884405287e-43,"4","VPS13A"
"LOC426456.3",4.83860497902739e-47,0.792170292774644,4.90756199576598,0.616,0.047,5.71777950371667e-43,"4","LOC426456"
"GADL1.4",1.3106018309198e-46,0.95320977706151,5.9223506693294,0.932,0.304,1.54873818359793e-42,"4","GADL1"
"CLDN5.3",3.33468718623277e-46,0.761657265645984,4.97509750871619,0.548,0.029,3.94059984797127e-42,"4","CLDN5"
"TRIM2.2",4.10047642496456e-46,0.87774644104217,3.32584428965067,0.849,0.137,4.84553299138062e-42,"4","TRIM2"
"COL4A1",5.1815695480459e-46,0.714799892559764,3.70219022114697,0.438,0.008,6.12306073492584e-42,"4","COL4A1"
"PHTF2.2",5.4368431210639e-46,0.847488584474886,2.60951716617019,0.781,0.098,6.42471751616121e-42,"4","PHTF2"
"KCNQ5.4",5.45412878156246e-46,0.862463067418748,2.88605004947653,0.822,0.116,6.44514398117236e-42,"4","KCNQ5"
"NRIP3",6.81747838023972e-46,0.727921031426269,6.98046050709149,0.466,0.014,8.05621420192927e-42,"4","NRIP3"
"OSBPL3.3",7.57030934584738e-46,0.879814665592264,3.91431078772205,0.836,0.145,8.94583455398785e-42,"4","OSBPL3"
"AKAP2.2",5.01993666024688e-45,0.884394305667472,4.57320114994951,0.822,0.163,5.93205915141374e-41,"4","AKAP2"
"GPR160",1.30470377439107e-44,0.697005103411227,7.67489359756224,0.397,0.004,1.54176845019793e-40,"4","GPR160"
"TRIM36.4",3.31228851402925e-44,0.896414182111201,4.68366314156354,0.863,0.19,3.91413133702836e-40,"4","TRIM36"
"CRMP1.3",3.63889921151366e-44,0.83102336825141,3.95180514047595,0.726,0.092,4.30008719824569e-40,"4","CRMP1"
"ABTB2.3",5.76244948920661e-44,0.823341391351061,3.17787922062621,0.726,0.082,6.80948656139546e-40,"4","ABTB2"
"LBH.3",1.31190621433474e-43,0.891001880204136,3.30152280487612,0.877,0.182,1.55027957347936e-39,"4","LBH"
"STAC.3",1.6744226571788e-42,0.804727370400215,3.86708977955167,0.671,0.073,1.97866525398819e-38,"4","STAC"
"SEMA5B.3",2.048352885904e-42,0.830620467365028,3.56462668835394,0.74,0.1,2.42053860527275e-38,"4","SEMA5B"
"SGCE.3",2.24213362136853e-42,0.852941176470588,3.56493878246551,0.795,0.129,2.64952930037119e-38,"4","SGCE"
"TMEM56.3",9.8769303870103e-42,0.87686005909213,3.47123323579603,0.849,0.175,1.16715686383301e-37,"4","TMEM56"
"FRMD1.4",2.08413697743091e-41,0.831453129196884,3.04780751890023,0.753,0.106,2.46282466623011e-37,"4","FRMD1"
"SYNJ2.3",3.36494666806813e-41,0.910139672307279,3.99540413663252,0.904,0.259,3.97635747765611e-37,"4","SYNJ2"
"TP63.3",4.43922859593591e-41,0.853612677947892,2.68322258175671,0.822,0.137,5.24583643181747e-37,"4","TP63"
"SDR42E2.3",6.2089045969328e-41,0.884125705076551,3.5435421252314,0.849,0.2,7.33706256219549e-37,"4","SDR42E2"
"GPR156.3",4.13969619536925e-40,0.758286328229922,3.59302477278513,0.562,0.043,4.89187899406785e-36,"4","GPR156"
"ACKR4.3",7.49672987204923e-40,0.803115766854687,2.24700505951841,0.699,0.08,8.85888568980057e-36,"4","ACKR4"
"COQ3.3",9.89769112013711e-40,0.874120333064733,3.03387116322627,0.849,0.19,1.1696101596666e-35,"4","COQ3"
"OMP",9.98116074857997e-40,0.670574805264572,13.3533507864376,0.342,0.002,1.17947376565969e-35,"4","OMP"
"DRP2.2",1.06489756334208e-39,0.733628793983347,4.75311630511563,0.493,0.029,1.25838945060134e-35,"4","DRP2"
"CHSY1.3",1.5498079349002e-39,0.855439161966156,2.97401410040818,0.822,0.155,1.83140803667157e-35,"4","CHSY1"
"COL4A2",1.66377108424362e-39,0.676188557614827,6.36603240587601,0.356,0.004,1.96607829025068e-35,"4","COL4A2"
"CYP4V2",4.71271896269181e-39,0.714195541230191,1.6094155444457,0.452,0.02,5.56901999821292e-35,"4","CYP4V2"
"HTR1B",7.27919602919323e-39,0.699234488315874,5.37922304324617,0.411,0.014,8.60182594769764e-35,"4","HTR1B"
"DGKI.4",8.46699859074333e-39,0.87112543647596,3.66309779236182,0.849,0.194,1.00054522346814e-34,"4","DGKI"
"UTRN.3",9.70754804185924e-39,0.885173247381144,3.7359426373909,0.849,0.231,1.14714095210651e-34,"4","UTRN"
"TNKS.3",1.21358920827547e-38,0.794157937147462,3.3953142662174,0.658,0.08,1.43409836741912e-34,"4","TNKS"
"FAM102B.3",1.52524834749612e-38,0.739994627988182,4.93041331846194,0.507,0.037,1.80238597223616e-34,"4","FAM102B"
"SH2D4B.4",2.02616234045189e-38,0.879196884233145,2.69347209373326,0.89,0.214,2.394316037712e-34,"4","SH2D4B"
"DLL4.2",2.18115428243699e-38,0.755962933118453,3.63265823222156,0.548,0.049,2.57747001555579e-34,"4","DLL4"
"MYO1H.2",2.27975100055658e-38,0.888718775181305,3.34586632633836,0.877,0.243,2.69398175735772e-34,"4","MYO1H"
